Id,Name,Quality,Slot,Type,SubType,Texture,Source,Zone,Dungeon Difficulty,Phase,Class,Spec,BIS Status/arguments,Link,SourceType,SourceNumber,SourceFaction
31308,The Bringer of Death,,Two Hand,,,,World Drop,,,2,Mage,Frost,Alt,https://wowhead.com/item=31308,Drop,0,B
29355,Terokk's Shadowstaff,,Two Hand,,,,Talon King Ikiss,Sethekk Halls (H),Heroic,2,Mage,Frost,Alt,https://wowhead.com/item=29355,Drop,0,B
25760,Battle Mage's Baton,,Two Hand,,,,The Ring of Blood: The Final Challenge,Nagrand,,2,Mage,Frost,Alt,https://wowhead.com/item=25760,Quest,0,B
29982,Wand of the Forgotten Star,,Ranged/Relic,,,,High Astromancer Solarian,Tempest Keep,,2,Mage,Frost,BIS,https://wowhead.com/item=29982,Drop,0,B
28386,Nether Core's Control Rod,,Ranged/Relic,,,,Dalliah the Doomsayer,The Arcatraz,Normal,2,Mage,Frost,Alt,https://wowhead.com/item=28386,Drop,0,B
28673,Tirisfal Wand of Ascendancy,,Ranged/Relic,,,,Shade of Aran,Karazhan,,2,Mage,Frost,Alt,https://wowhead.com/item=28673,Drop,0,B
22820,Wand of Fates,,Ranged/Relic,,,,Patchwerk,Naxxramas,,2,Mage,Frost,Alt,https://wowhead.com/item=22820,Drop,0,B
28783,Eredar Wand of Obliteration,,Ranged/Relic,,,,Magtheridon,Magtheridon's Lair,,2,Mage,Frost,Alt,https://wowhead.com/item=28783,Drop,0,B
32872,Illidari Rod of Discipline,,Ranged/Relic,,,,Subdue the Subduer,Shadowmoon Valley,,2,Mage,Frost,Alt,https://wowhead.com/item=32872,Quest,0,B
22821,Doomfinger,,Ranged/Relic,,,,Kel'Thuzad,Naxxramas,,2,Mage,Frost,Alt,https://wowhead.com/item=22821,Drop,0,B
25939,Voidfire Wand,,Ranged/Relic,,,,Pandemonius,Mana Tombs,Normal,2,Mage,Frost,Alt,https://wowhead.com/item=25939,Drop,0,B
29350,The Black Stalk,,Ranged/Relic,,,,The Black Stalker,The Underbog,Normal,2,Mage,Frost,Alt,https://wowhead.com/item=29350,Drop,0,B
27890,Wand of the Netherwing,,Ranged/Relic,,,,Blackheart the Inciter,Shadow Labyrinth,Normal,2,Mage,Frost,Alt,https://wowhead.com/item=27890,Drop,0,B
31724,Arakkoa Divining Rod,,Ranged/Relic,,,,A Personal Favor,Terokkar Forest,,2,Mage,Frost,Alt,https://wowhead.com/item=31724,Quest,0,B
30523,Hotshot Cattle Prod,,Ranged/Relic,,,,When the Cows Come Home,Netherstorm,,2,Mage,Frost,Alt,https://wowhead.com/item=30523,Quest,0,B
32525,Cowl of the Illidari High Lord,,Head,,,,Illidan Stormrage,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32525,Drop,0,B
31056,Cowl of the Tempest,,Head,,,,Archimonde,Hyjal Summit,,3,Mage,Frost,Alt,https://wowhead.com/item=31056,Tier Token,31096,B
32494,Destruction Holo-gogs,,Head,,,,Engineering (350),41320,,3,Mage,Frost,Alt,https://wowhead.com/item=32494,Profession,0,B
31059,Mantle of the Tempest,,Shoulder,,,,Mother Shahraz,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=31059,Tier Token,31102,B
30884,Hatefury Mantle,,Shoulder,,,,Anetheron,Hyjal Summit,,3,Mage,Frost,Alt,https://wowhead.com/item=30884,Drop,0,B
32587,Mantle of Nimble Thought,,Shoulder,,,,Tailoring (375),41206,,3,Mage,Frost,Alt,https://wowhead.com/item=32587,Profession,0,B
32524,Shroud of the Highborne,,Back,,,,Illidan Stormrage,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32524,Drop,0,B
32331,Cloak of the Illidari Council,,Back,,,,The Illidari Council,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32331,Drop,0,B
28797,Brute Cloak of the Ogre-Magi,,Back,,,,High King Maulgar,Gruul's Lair,,3,Mage,Frost,Alt,https://wowhead.com/item=28797,Drop,0,B
25777,Ogre Slayer's Cover,,Back,,,,Cho'war the Pillager,Nagrand,,3,Mage,Frost,Alt,https://wowhead.com/item=25777,Quest,0,B
27981,Sethekk Oracle Cloak,,Back,,,,Talon King Ikiss,Sethekk Halls,Normal,3,Mage,Frost,Alt,https://wowhead.com/item=27981,Drop,0,B
31057,Robes of the Tempest,,Chest,,,,Illidan Stormrage,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=31057,Tier Token,31090,B
30107,Vestments of the Sea-Witch,,Chest,,,,Lady Vashj,Serpentshrine Cavern,,3,Mage,Frost,Alt,https://wowhead.com/item=30107,Drop,0,B
30913,Robes of Rhonin,,Chest,,,,Archimonde,Hyjal Summit,,3,Mage,Frost,Alt,https://wowhead.com/item=30913,Drop,0,B
32586,Bracers of Nimble Thought,,Wrist,,,,Tailoring (375),41205,,3,Mage,Frost,BIS,https://wowhead.com/item=32586,Profession,0,B
30870,Cuffs of Devastation,,Wrist,,,,Rage Winterchill,Hyjal Summit,,3,Mage,Frost,Alt,https://wowhead.com/item=30870,Drop,0,B
29918,Mindstorm Wristbands,,Wrist,,,,Al'ar,Tempest Keep,,3,Mage,Frost,Alt,https://wowhead.com/item=29918,Drop,0,B
33913,Vindicator's Silk Cuffs,,Wrist,,,,Honor Points,PvP Vendor,,3,Mage,Frost,Alt,https://wowhead.com/item=33913,PvP,?,B
31055,Gloves of the Tempest,,Hands,,,,Azgalor,Hyjal Summit,,3,Mage,Frost,BIS,https://wowhead.com/item=31055,Tier Token,31093,B
29080,Gloves of the Aldor,,Hands,,,,The Curator,Karazhan,,3,Mage,Frost,Alt,https://wowhead.com/item=29080,Tier Token,29756,B
28507,Handwraps of Flowing Thought,,Hands,,,,Attumen the Huntsman,Karazhan,,3,Mage,Frost,Alt,https://wowhead.com/item=28507,Drop,0,B
32256,Waistwrap of Infinity,,Waist,,,,Supremus,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32256,Drop,0,B
30888,Anetheron's Noose,,Waist,,,,Anetheron,Hyjal Summit,,3,Mage,Frost,Alt,https://wowhead.com/item=30888,Drop,0,B
30038,Belt of Blasting,,Waist,,,,Tailoring (375),36315,,3,Mage,Frost,Alt,https://wowhead.com/item=30038,Profession,0,B
31058,Leggings of the Tempest,,Legs,,,,The Illidari Council,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=31058,Tier Token,31099,B
30916,Leggings of Channeled Elements,,Legs,,,,Kaz'rogal,Hyjal Summit,,3,Mage,Frost,BIS,https://wowhead.com/item=30916,Drop,0,B
24262,Spellstrike Pants,,Legs,,,,Tailoring (375),31452,,3,Mage,Frost,Alt,https://wowhead.com/item=24262,Profession,0,B
32239,Slippers of the Seacaller,,Feet,,,,High Warlord Naj'entus,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32239,Drop,0,B
33914,Vindicator's Silk Footguards,,Feet,,,,Honor Points,PvP Vendor,,3,Mage,Frost,Alt,https://wowhead.com/item=33914,PvP,?,B
30037,Boots of Blasting,,Feet,,,,Tailoring (375),36317,,3,Mage,Frost,Alt,https://wowhead.com/item=30037,Profession,0,B
30067,Velvet Boots of the Guardian,,Feet,,,,The Lurker Below,Serpentshrine Cavern,,3,Mage,Frost,Alt,https://wowhead.com/item=30067,Drop,0,B
30015,The Sun King's Talisman,,Neck,,,,Kael'thas Sunstrider,Tempest Keep,,3,Mage,Frost,BIS,https://wowhead.com/item=30015,Drop,0,B
24116,Eye of the Night,,Neck,,,,Jewelcrafting (360),31071,,3,Mage,Frost,BIS,https://wowhead.com/item=24116,Profession,0,B
24121,Chain of the Twilight Owl,,Neck,,,,Jewelcrafting (365),31076,,3,Mage,Frost,BIS,https://wowhead.com/item=24121,Profession,0,B
32349,Translucent Spellthread Necklace,,Neck,,,,Reliquary of Souls,Black Temple,,3,Mage,Frost,Alt,https://wowhead.com/item=32349,Drop,0,B
32527,Ring of Ancient Knowledge,,Ring,,,,Trash Drop,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32527,Drop,0,B
32247,Ring of Captured Storms,,Ring,,,,High Warlord Naj'entus,Black Temple,,3,Mage,Frost,Alt,https://wowhead.com/item=32247,Drop,0,B
29305,Band of the Eternal Sage,,Ring,,,,The Scale of the Sands,Exalted,,3,Mage,Frost,Alt,https://wowhead.com/item=29305,Reputation,0,B
28793,Band of Crimson Fury,,Ring,,,,Magtheridon,Magtheridon's Lair,,3,Mage,Frost,Alt,https://wowhead.com/item=28793,Drop,0,B
29287,Violet Signet of the Archmage,,Ring,,,,The Violet Eye,Exalted,,3,Mage,Frost,Alt,https://wowhead.com/item=29287,Reputation,0,B
32483,The Skull of Gul'dan,,Trinket,,,,Illidan Stormrage,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32483,Drop,0,B
32488,Ashtongue Talisman of Insight,,Trinket,,,,Ashtongue Deathsworn,Exalted,,3,Mage,Frost,BIS,https://wowhead.com/item=32488,Reputation,0,B
30720,Serpent-Coil Braid,,Trinket,,,,Morogrim Tidewalker,Serpentshrine Cavern,,3,Mage,Frost,Alt,https://wowhead.com/item=30720,Drop,0,B
27683,Quagmirran's Eye,,Trinket,,,,Quagmirran,The Slave Pens (H),Heroic,3,Mage,Frost,Alt,https://wowhead.com/item=27683,Drop,0,B
29370,Icon of the Silver Crescent,,Trinket,,,,Badge of Justice,G'eras,,3,Mage,Frost,Alt,https://wowhead.com/item=29370,Dungeon Token,41,B
38290,Dark Iron Smoking Pipe,,Trinket,,,,Coren Direbrew,Brewfest,,3,Mage,Frost,Alt,https://wowhead.com/item=38290,Drop,0,B
30910,Tempest of Chaos,,Main Hand,,,,Archimonde,Hyjal Summit,,3,Mage,Frost,Alt,https://wowhead.com/item=30910,Drop,0,B
32237,The Maelstrom's Fury,,Main Hand,,,,High Warlord Naj'entus,Black Temple,,3,Mage,Frost,Alt,https://wowhead.com/item=32237,Drop,0,B
32053,Merciless Gladiator's Spellblade,,Main Hand,,,,Arena Points,Arena Vendor,,3,Mage,Frost,Alt,https://wowhead.com/item=32053,PvP,?,B
30872,Chronicle of Dark Secrets,,Off Hand,,,,Rage Winterchill,Hyjal Summit,,3,Mage,Frost,BIS,https://wowhead.com/item=30872,Drop,0,B
30049,Fathomstone,,Off Hand,,,,Hydross the Unstable,Serpentshrine Cavern,,3,Mage,Frost,Alt,https://wowhead.com/item=30049,Drop,0,B
32361,Blind-Seers Icon,,Off Hand,,,,Shade of Akama,Black Temple,,3,Mage,Frost,Alt,https://wowhead.com/item=32361,Drop,0,B
28603,Talisman of Nightbane,,Off Hand,,,,Nightbane,Karazhan,,3,Mage,Frost,Alt,https://wowhead.com/item=28603,Drop,0,B
32374,"Zhar'doom,Greatstaff of the Devourer",,Two Hand,,,,Illidan Stormrage,Black Temple,,3,Mage,Frost,BIS,https://wowhead.com/item=32374,Drop,0,B
29982,Wand of the Forgotten Star,,Ranged/Relic,,,,High Astromancer Solarian,Tempest Keep,,3,Mage,Frost,BIS,https://wowhead.com/item=29982,Drop,0,B
32343,Wand of Prismatic Focus,,Ranged/Relic,,,,Gurtogg Bloodboil,Black Temple,,3,Mage,Frost,Alt,https://wowhead.com/item=32343,Drop,0,B
28673,Tirisfal Wand of Ascendancy,,Ranged/Relic,,,,Shade of Aran,Karazhan,,3,Mage,Frost,Alt,https://wowhead.com/item=28673,Drop,0,B
29350,The Black Stalk,,Ranged/Relic,,,,The Black Stalker,The Underbog,Normal,3,Mage,Frost,Alt,https://wowhead.com/item=29350,Drop,0,B
32525,Cowl of the Illidari High Lord,,Head,,,,Illidan Stormrage,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32525,Drop,0,B
31056,Cowl of the Tempest,,Head,,,,Archimonde,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=31056,Tier Token,31096,B
32494,Destruction Holo-gogs,,Head,,,,Engineering (350),41320,,4,Mage,Frost,Alt,https://wowhead.com/item=32494,Profession,0,B
31059,Mantle of the Tempest,,Shoulder,,,,Mother Shahraz,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=31059,Tier Token,31102,B
30884,Hatefury Mantle,,Shoulder,,,,Anetheron,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=30884,Drop,0,B
32587,Mantle of Nimble Thought,,Shoulder,,,,Tailoring (375),41206,,4,Mage,Frost,Alt,https://wowhead.com/item=32587,Profession,0,B
33489,Mantle of Ill Intent,,Shoulder,,,,Timed Event,Zul'Aman,,4,Mage,Frost,Alt,https://wowhead.com/item=33489,Drop,0,B
32524,Shroud of the Highborne,,Back,,,,Illidan Stormrage,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32524,Drop,0,B
33591,Shadowcaster's Drape,,Back,,,,Timed Event,Zul'Aman,,4,Mage,Frost,Alt,https://wowhead.com/item=33591,Drop,0,B
32331,Cloak of the Illidari Council,,Back,,,,The Illidari Council,Black Temple,,4,Mage,Frost,Alt,https://wowhead.com/item=32331,Drop,0,B
35321,Cloak of Arcane Alacrity,,Back,,,,Badge of Justice,G'eras,,4,Mage,Frost,Alt,https://wowhead.com/item=35321,Dungeon Token,60,B
31057,Robes of the Tempest,,Chest,,,,Illidan Stormrage,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=31057,Tier Token,31090,B
30107,Vestments of the Sea-Witch,,Chest,,,,Lady Vashj,Serpentshrine Cavern,,4,Mage,Frost,Alt,https://wowhead.com/item=30107,Drop,0,B
30913,Robes of Rhonin,,Chest,,,,Archimonde,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=30913,Drop,0,B
33317,Robe of Departed Spirits,,Chest,,,,Halazzi,Zul'Aman,,4,Mage,Frost,Alt,https://wowhead.com/item=33317,Drop,0,B
32586,Bracers of Nimble Thought,,Wrist,,,,Tailoring (375),41205,,4,Mage,Frost,BIS,https://wowhead.com/item=32586,Profession,0,B
33588,Runed Spell-cuffs,,Wrist,,,,Badge of Justice,G'eras,,4,Mage,Frost,Alt,https://wowhead.com/item=33588,Dungeon Token,35,B
31055,Gloves of the Tempest,,Hands,,,,Azgalor,Hyjal Summit,,4,Mage,Frost,BIS,https://wowhead.com/item=31055,Tier Token,31093,B
30725,Anger-Spark Gloves,,Hands,,,,Doomwalker,World Bosses,,4,Mage,Frost,Alt,https://wowhead.com/item=30725,Drop,0,B
33586,Studious Wraps,,Hands,,,,Badge of Justice,G'eras,,4,Mage,Frost,Alt,https://wowhead.com/item=33586,Dungeon Token,60,B
32256,Waistwrap of Infinity,,Waist,,,,Supremus,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32256,Drop,0,B
30888,Anetheron's Noose,,Waist,,,,Anetheron,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=30888,Drop,0,B
30038,Belt of Blasting,,Waist,,,,Tailoring (375),36315,,4,Mage,Frost,Alt,https://wowhead.com/item=30038,Profession,0,B
33291,Voodoo-woven Belt,,Waist,,,,Badge of Justice,G'eras,,4,Mage,Frost,Alt,https://wowhead.com/item=33291,Dungeon Token,60,B
31058,Leggings of the Tempest,,Legs,,,,The Illidari Council,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=31058,Tier Token,31099,B
30916,Leggings of Channeled Elements,,Legs,,,,Kaz'rogal,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=30916,Drop,0,B
33584,Pantaloons of Arcane Annihilation,,Legs,,,,Badge of Justice,G'eras,,4,Mage,Frost,Alt,https://wowhead.com/item=33584,Dungeon Token,75,B
32239,Slippers of the Seacaller,,Feet,,,,High Warlord Naj'entus,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32239,Drop,0,B
33357,Footpads of Madness,,Feet,,,,Jan'alai,Zul'Aman,,4,Mage,Frost,Alt,https://wowhead.com/item=33357,Drop,0,B
30037,Boots of Blasting,,Feet,,,,Tailoring (375),36317,,4,Mage,Frost,Alt,https://wowhead.com/item=30037,Profession,0,B
33281,Brooch of Nature's Mercy,,Neck,,,,Akil'zon,Zul'Aman,,4,Mage,Frost,BIS,https://wowhead.com/item=33281,Drop,0,B
33466,Loop of Cursed Bones,,Neck,,,,Zul'jin,Zul'Aman,,4,Mage,Frost,BIS,https://wowhead.com/item=33466,Drop,0,B
24116,Eye of the Night,,Neck,,,,Jewelcrafting (360),31071,,4,Mage,Frost,BIS,https://wowhead.com/item=24116,Profession,0,B
24121,Chain of the Twilight Owl,,Neck,,,,Jewelcrafting (365),31076,,4,Mage,Frost,BIS,https://wowhead.com/item=24121,Profession,0,B
30015,The Sun King's Talisman,,Neck,,,,Kael'thas Sunstrider,Tempest Keep,,4,Mage,Frost,Alt,https://wowhead.com/item=30015,Drop,0,B
32349,Translucent Spellthread Necklace,,Neck,,,,Reliquary of Souls,Black Temple,,4,Mage,Frost,Alt,https://wowhead.com/item=32349,Drop,0,B
33497,Mana Attuned Band,,Ring,,,,Timed Event,Zul'Aman,,4,Mage,Frost,BIS,https://wowhead.com/item=33497,Drop,0,B
32527,Ring of Ancient Knowledge,,Ring,,,,Trash Drop,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32527,Drop,0,B
32247,Ring of Captured Storms,,Ring,,,,High Warlord Naj'entus,Black Temple,,4,Mage,Frost,Alt,https://wowhead.com/item=32247,Drop,0,B
29305,Band of the Eternal Sage,,Ring,,,,The Scale of the Sands,Exalted,,4,Mage,Frost,Alt,https://wowhead.com/item=29305,Reputation,0,B
32483,The Skull of Gul'dan,,Trinket,,,,Illidan Stormrage,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32483,Drop,0,B
33829,Hex Shrunken Head,,Trinket,,,,Hex Lord Malacrass,Zul'Aman,,4,Mage,Frost,BIS,https://wowhead.com/item=33829,Drop,0,B
32488,Ashtongue Talisman of Insight,,Trinket,,,,Ashtongue Deathsworn,Exalted,,4,Mage,Frost,Alt,https://wowhead.com/item=32488,Reputation,0,B
30720,Serpent-Coil Braid,,Trinket,,,,Morogrim Tidewalker,Serpentshrine Cavern,,4,Mage,Frost,Alt,https://wowhead.com/item=30720,Drop,0,B
27683,Quagmirran's Eye,,Trinket,,,,Quagmirran,The Slave Pens (H),Heroic,4,Mage,Frost,Alt,https://wowhead.com/item=27683,Drop,0,B
29370,Icon of the Silver Crescent,,Trinket,,,,Badge of Justice,G'eras,,4,Mage,Frost,Alt,https://wowhead.com/item=29370,Dungeon Token,41,B
38290,Dark Iron Smoking Pipe,,Trinket,,,,Coren Direbrew,Brewfest,,4,Mage,Frost,Alt,https://wowhead.com/item=38290,Drop,0,B
30910,Tempest of Chaos,,Main Hand,,,,Archimonde,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=30910,Drop,0,B
33467,Blade of Twisted Visions,,Main Hand,,,,Zul'jin,Zul'Aman,,4,Mage,Frost,Alt,https://wowhead.com/item=33467,Drop,0,B
32053,Merciless Gladiator's Spellblade,,Main Hand,,,,Arena Points,Arena Vendor,,4,Mage,Frost,Alt,https://wowhead.com/item=32053,PvP,?,B
33334,Fetish of the Primal Gods,,Off Hand,,,,Badge of Justice,G'eras,,4,Mage,Frost,BIS,https://wowhead.com/item=33334,Dungeon Token,35,B
30872,Chronicle of Dark Secrets,,Off Hand,,,,Rage Winterchill,Hyjal Summit,,4,Mage,Frost,Alt,https://wowhead.com/item=30872,Drop,0,B
32374,"Zhar'doom,Greatstaff of the Devourer",,Two Hand,,,,Illidan Stormrage,Black Temple,,4,Mage,Frost,BIS,https://wowhead.com/item=32374,Drop,0,B
33192,Carved Witch Doctor's Stick,,Ranged/Relic,,,,Badge of Justice,G'eras,,4,Mage,Frost,BIS,https://wowhead.com/item=33192,Dungeon Token,25,B
29982,Wand of the Forgotten Star,,Ranged/Relic,,,,High Astromancer Solarian,Tempest Keep,,4,Mage,Frost,Alt,https://wowhead.com/item=29982,Drop,0,B
34340,Dark Conjuror's Collar,,Head,,,,Kil'Jaeden,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34340,Drop,0,B
34847,Annihilator Holo-Gogs,,Head,,,,Engineering (375),46111,,5,Mage,Frost,Alt,https://wowhead.com/item=34847,Profession,0,B
32525,Cowl of the Illidari High Lord,,Head,,,,Illidan Stormrage,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=32525,Drop,0,B
31059,Mantle of the Tempest,,Shoulder,,,,Mother Shahraz,Black Temple,,5,Mage,Frost,BIS,https://wowhead.com/item=31059,Tier Token,31102,B
34210,Amice of the Convoker,,Shoulder,,,,Eredar Twins,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34210,Drop,0,B
32587,Mantle of Nimble Thought,,Shoulder,,,,Tailoring (375),41206,,5,Mage,Frost,Alt,https://wowhead.com/item=32587,Profession,0,B
34242,Tattered Cape of Antonidas,,Back,,,,Kil'Jaeden,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34242,Drop,0,B
32524,Shroud of the Highborne,,Back,,,,Illidan Stormrage,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=32524,Drop,0,B
33591,Shadowcaster's Drape,,Back,,,,Timed Event,Zul'Aman,,5,Mage,Frost,Alt,https://wowhead.com/item=33591,Drop,0,B
32331,Cloak of the Illidari Council,,Back,,,,The Illidari Council,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=32331,Drop,0,B
35321,Cloak of Arcane Alacrity,,Back,,,,Badge of Justice,G'eras,,5,Mage,Frost,Alt,https://wowhead.com/item=35321,Dungeon Token,60,B
34364,Sunfire Robe,,Chest,,,,Tailoring (365),46130,,5,Mage,Frost,BIS,https://wowhead.com/item=34364,Profession,0,B
34232,Fel Conquerer Raiments,,Chest,,,,M'uru,Sunwell Plateau,,5,Mage,Frost,Alt,https://wowhead.com/item=34232,Drop,0,B
34399,Robes of Ghostly Hatred,,Chest,,,,M'uru,Sunwell Plateau,,5,Mage,Frost,Alt,https://wowhead.com/item=34399,Transmute,34233,B
31057,Robes of the Tempest,,Chest,,,,Illidan Stormrage,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=31057,Tier Token,31090,B
34936,Tormented Demonsoul Robes,,Chest,,,,Badge of Justice,Smith Hauthaa,,5,Mage,Frost,Alt,https://wowhead.com/item=34936,Dungeon Token,100,B
34447,Bracers of the Tempest,,Wrist,,,,"Kalecgos"" & ""Eredar Twins",Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34447,Tier Token,34852,B
32586,Bracers of Nimble Thought,,Wrist,,,,Tailoring (375),41205,,5,Mage,Frost,Alt,https://wowhead.com/item=32586,Profession,0,B
34344,Handguards of Defiled Worlds,,Hands,,,,Kil'Jaeden,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34344,Drop,0,B
31055,Gloves of the Tempest,,Hands,,,,Azgalor,Hyjal Summit,,5,Mage,Frost,Alt,https://wowhead.com/item=31055,Tier Token,31093,B
34366,Sunfire Handwraps,,Hands,,,,Tailoring (365),46128,,5,Mage,Frost,Alt,https://wowhead.com/item=34366,Profession,0,B
34938,Enslaved Doomguard Soulgrips,,Hands,,,,Badge of Justice,Smith Hauthaa,,5,Mage,Frost,Alt,https://wowhead.com/item=34938,Dungeon Token,75,B
34557,Belt of the Tempest,,Waist,,,,"Brutallus"" & ""Eredar Twins",Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34557,Tier Token,34855,B
30888,Anetheron's Noose,,Waist,,,,Anetheron,Hyjal Summit,,5,Mage,Frost,Alt,https://wowhead.com/item=30888,Drop,0,B
30038,Belt of Blasting,,Waist,,,,Tailoring (375),36315,,5,Mage,Frost,Alt,https://wowhead.com/item=30038,Profession,0,B
34181,Leggings of Calamity,,Legs,,,,Brutallus,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34181,Drop,0,B
34386,Pantaloons of Growing Strife,,Legs,,,,Kalecgos,Sunwell Plateau,,5,Mage,Frost,Alt,https://wowhead.com/item=34386,Transmute,34170,B
31058,Leggings of the Tempest,,Legs,,,,The Illidari Council,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=31058,Tier Token,31099,B
34937,Corrupted Soulcloth Pantaloons,,Legs,,,,Badge of Justice,Smith Hauthaa,,5,Mage,Frost,Alt,https://wowhead.com/item=34937,Dungeon Token,100,B
34574,Boots of the Tempest,,Feet,,,,"Felmyst"" & ""Eredar Twins",Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34574,Tier Token,34858,B
32239,Slippers of the Seacaller,,Feet,,,,High Warlord Naj'entus,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=32239,Drop,0,B
34919,Boots of Incantations,,Feet,,,,Badge of Justice,Smith Hauthaa,,5,Mage,Frost,Alt,https://wowhead.com/item=34919,Dungeon Token,75,B
34204,Amulet of Unfettered Magics,,Neck,,,,Eredar Twins,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34204,Drop,0,B
24116,Eye of the Night,,Neck,,,,Jewelcrafting (360),31071,,5,Mage,Frost,BIS,https://wowhead.com/item=24116,Profession,0,B
24121,Chain of the Twilight Owl,,Neck,,,,Jewelcrafting (365),31076,,5,Mage,Frost,BIS,https://wowhead.com/item=24121,Profession,0,B
34359,Pendant of Sunfire,,Neck,,,,Jewelcrafting (365),46125,,5,Mage,Frost,Alt,https://wowhead.com/item=34359,Profession,0,B
37928,Guardian's Pendant of Subjugation,,Neck,,,,"Eye of the Storm Marks"" & ""Honor Points",PvP Vendor,,5,Mage,Frost,Alt,https://wowhead.com/item=37928,PvP,?,B
34362,Loop of Forged Power,,Ring,,,,Jewelcrafting (365),46122,,5,Mage,Frost,BIS,https://wowhead.com/item=34362,Profession,0,B
34230,Ring of Omnipotence,,Ring,,,,M'uru,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34230,Drop,0,B
33497,Mana Attuned Band,,Ring,,,,Timed Event,Zul'Aman,,5,Mage,Frost,Alt,https://wowhead.com/item=33497,Drop,0,B
32527,Ring of Ancient Knowledge,,Ring,,,,Trash Drop,Black Temple,,5,Mage,Frost,Alt,https://wowhead.com/item=32527,Drop,0,B
29305,Band of the Eternal Sage,,Ring,,,,The Scale of the Sands,Exalted,,5,Mage,Frost,Alt,https://wowhead.com/item=29305,Reputation,0,B
34429,Shifting Naaru Sliver,,Trinket,,,,M'uru,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34429,Drop,0,B
32483,The Skull of Gul'dan,,Trinket,,,,Illidan Stormrage,Black Temple,,5,Mage,Frost,BIS,https://wowhead.com/item=32483,Drop,0,B
33829,Hex Shrunken Head,,Trinket,,,,Hex Lord Malacrass,Zul'Aman,,5,Mage,Frost,Alt,https://wowhead.com/item=33829,Drop,0,B
30720,Serpent-Coil Braid,,Trinket,,,,Morogrim Tidewalker,Serpentshrine Cavern,,5,Mage,Frost,Alt,https://wowhead.com/item=30720,Drop,0,B
32488,Ashtongue Talisman of Insight,,Trinket,,,,Ashtongue Deathsworn,Exalted,,5,Mage,Frost,Alt,https://wowhead.com/item=32488,Reputation,0,B
27683,Quagmirran's Eye,,Trinket,,,,Quagmirran,The Slave Pens (H),Heroic,5,Mage,Frost,Alt,https://wowhead.com/item=27683,Drop,0,B
29370,Icon of the Silver Crescent,,Trinket,,,,Badge of Justice,G'eras,,5,Mage,Frost,Alt,https://wowhead.com/item=29370,Dungeon Token,41,B
38290,Dark Iron Smoking Pipe,,Trinket,,,,Coren Direbrew,Brewfest,,5,Mage,Frost,Alt,https://wowhead.com/item=38290,Drop,0,B
34336,Sunflare,,Main Hand,,,,Kil'Jaeden,Sunwell Plateau,,5,Mage,Frost,BIS,https://wowhead.com/item=34336,Drop,0,B
